34.69118,-1.966135|34.70118,-1.956135
31.661279000000004,-8.017876999999995|31.670279000000004,-8.008876999999995
31.661279000000004,-8.008876999999995|31.670279000000004,-7.999876999999994
31.661279000000004,-7.999876999999994|31.670279000000004,-7.990876999999994
31.661279000000004,-7.990876999999994|31.670279000000004,-7.981876999999994
31.670279000000004,-8.125877|31.679279000000005,-8.116876999999999
31.670279000000004,-8.116876999999999|31.679279000000005,-8.107876999999998
31.670279000000004,-8.107876999999998|31.679279000000005,-8.098876999999998
31.670279000000004,-8.098876999999998|31.679279000000005,-8.089876999999998
31.670279000000004,-8.089876999999998|31.679279000000005,-8.080876999999997
31.670279000000004,-8.080876999999997|31.679279000000005,-8.071876999999997
31.670279000000004,-8.071876999999997|31.679279000000005,-8.062876999999997
31.670279000000004,-8.062876999999997|31.679279000000005,-8.053876999999996
31.670279000000004,-8.053876999999996|31.679279000000005,-8.044876999999996
31.670279000000004,-8.044876999999996|31.679279000000005,-8.035876999999996
31.670279000000004,-8.035876999999996|31.679279000000005,-8.026876999999995
31.670279000000004,-8.026876999999995|31.679279000000005,-8.017876999999995
31.670279000000004,-8.017876999999995|31.679279000000005,-8.008876999999995
31.670279000000004,-8.008876999999995|31.679279000000005,-7.999876999999994
31.670279000000004,-7.999876999999994|31.679279000000005,-7.990876999999994
31.679279000000005,-8.125877|31.688279000000005,-8.116876999999999
31.679279000000005,-8.116876999999999|31.688279000000005,-8.107876999999998
31.679279000000005,-8.107876999999998|31.688279000000005,-8.098876999999998
31.679279000000005,-8.080876999999997|31.688279000000005,-8.071876999999997
31.679279000000005,-8.071876999999997|31.688279000000005,-8.062876999999997
31.679279000000005,-8.062876999999997|31.688279000000005,-8.053876999999996
31.679279000000005,-8.053876999999996|31.688279000000005,-8.044876999999996
31.679279000000005,-8.044876999999996|31.688279000000005,-8.035876999999996
31.679279000000005,-8.035876999999996|31.688279000000005,-8.026876999999995
31.679279000000005,-8.026876999999995|31.688279000000005,-8.017876999999995
31.679279000000005,-8.017876999999995|31.688279000000005,-8.008876999999995
31.679279000000005,-8.008876999999995|31.688279000000005,-7.999876999999994
31.688279000000005,-8.116876999999999|31.697279000000005,-8.107876999999998
31.688279000000005,-8.080876999999997|31.697279000000005,-8.071876999999997
31.688279000000005,-8.071876999999997|31.697279000000005,-8.062876999999997
31.688279000000005,-8.062876999999997|31.697279000000005,-8.053876999999996
35.152119,-5.277798|35.155119,-5.274798
35.152119,-5.274798|35.155119,-5.2717979999999995
35.152119,-5.2717979999999995|35.155119,-5.268797999999999
35.152119,-5.268797999999999|35.155119,-5.265797999999999
35.152119,-5.265797999999999|35.155119,-5.262797999999999
35.152119,-5.262797999999999|35.155119,-5.259797999999999
35.152119,-5.259797999999999|35.155119,-5.256797999999999
35.155119,-5.274798|35.158119,-5.2717979999999995
35.155119,-5.2717979999999995|35.158119,-5.268797999999999
35.155119,-5.268797999999999|35.158119,-5.265797999999999
35.155119,-5.265797999999999|35.158119,-5.262797999999999
35.155119,-5.262797999999999|35.158119,-5.259797999999999
35.155119,-5.259797999999999|35.158119,-5.256797999999999
35.158119,-5.2717979999999995|35.161119,-5.268797999999999
35.158119,-5.268797999999999|35.161119,-5.265797999999999
35.158119,-5.265797999999999|35.161119,-5.262797999999999
35.158119,-5.262797999999999|35.161119,-5.259797999999999
35.158119,-5.259797999999999|35.161119,-5.256797999999999
35.161119,-5.2717979999999995|35.164119,-5.268797999999999
35.161119,-5.268797999999999|35.164119,-5.265797999999999
35.161119,-5.265797999999999|35.164119,-5.262797999999999
35.161119,-5.262797999999999|35.164119,-5.259797999999999
35.161119,-5.259797999999999|35.164119,-5.256797999999999
35.161119,-5.256797999999999|35.164119,-5.253797999999999
35.164119,-5.280798|35.167119,-5.277798
35.164119,-5.277798|35.167119,-5.274798
35.164119,-5.274798|35.167119,-5.2717979999999995
35.164119,-5.2717979999999995|35.167119,-5.268797999999999
35.164119,-5.268797999999999|35.167119,-5.265797999999999
35.164119,-5.265797999999999|35.167119,-5.262797999999999
35.164119,-5.262797999999999|35.167119,-5.259797999999999
35.164119,-5.259797999999999|35.167119,-5.256797999999999
35.167119,-5.280798|35.170119,-5.277798
35.167119,-5.277798|35.170119,-5.274798
35.167119,-5.274798|35.170119,-5.2717979999999995
35.167119,-5.2717979999999995|35.170119,-5.268797999999999
35.167119,-5.268797999999999|35.170119,-5.265797999999999
35.167119,-5.265797999999999|35.170119,-5.262797999999999
35.167119,-5.262797999999999|35.170119,-5.259797999999999
35.167119,-5.259797999999999|35.170119,-5.256797999999999
35.167119,-5.256797999999999|35.170119,-5.253797999999999
35.170119,-5.283798|35.173119,-5.280798
35.170119,-5.280798|35.173119,-5.277798
35.170119,-5.277798|35.173119,-5.274798
35.170119,-5.274798|35.173119,-5.2717979999999995
35.170119,-5.2717979999999995|35.173119,-5.268797999999999
35.170119,-5.268797999999999|35.173119,-5.265797999999999
35.170119,-5.265797999999999|35.173119,-5.262797999999999
35.170119,-5.262797999999999|35.173119,-5.259797999999999
35.170119,-5.259797999999999|35.173119,-5.256797999999999
35.173119,-5.286798|35.176119,-5.283798
35.173119,-5.283798|35.176119,-5.280798
35.173119,-5.280798|35.176119,-5.277798
35.173119,-5.277798|35.176119,-5.274798
35.173119,-5.274798|35.176119,-5.2717979999999995
35.173119,-5.2717979999999995|35.176119,-5.268797999999999
35.173119,-5.268797999999999|35.176119,-5.265797999999999
35.173119,-5.265797999999999|35.176119,-5.262797999999999
35.176119,-5.286798|35.179119,-5.283798
35.176119,-5.283798|35.179119,-5.280798
35.176119,-5.280798|35.179119,-5.277798
35.176119,-5.277798|35.179119,-5.274798
35.176119,-5.274798|35.179119,-5.2717979999999995
35.176119,-5.2717979999999995|35.179119,-5.268797999999999
35.176119,-5.268797999999999|35.179119,-5.265797999999999
35.179119,-5.283798|35.182119,-5.280798
35.179119,-5.280798|35.182119,-5.277798
35.179119,-5.277798|35.182119,-5.274798
35.179119,-5.274798|35.182119,-5.2717979999999995
35.179119,-5.2717979999999995|35.182119,-5.268797999999999
35.182119,-5.283798|35.185119,-5.280798
35.182119,-5.280798|35.185119,-5.277798
35.182119,-5.277798|35.185119,-5.274798
34.250175,-6.526676|34.258175,-6.518676
35.447238,-6.0504|35.457238,-6.0404
35.447238,-6.0404|35.457238,-6.0304
35.457238,-6.0504|35.467237999999995,-6.0404
35.457238,-6.0404|35.467237999999995,-6.0304
35.457238,-6.0304|35.467237999999995,-6.0204
35.467237999999995,-6.0404|35.47723799999999,-6.0304
35.467237999999995,-6.0304|35.47723799999999,-6.0204
35.47723799999999,-6.0304|35.48723799999999,-6.0204
30.43898,-9.575992|30.44798,-9.566991999999999
33.832864,-5.566884000000001|33.842864,-5.556884000000001
33.832864,-5.556884000000001|33.842864,-5.546884000000001
33.832864,-5.526884000000002|33.842864,-5.516884000000002
33.832864,-5.516884000000002|33.842864,-5.506884000000002
33.842864,-5.596884|33.852864,-5.586884
33.842864,-5.586884|33.852864,-5.576884000000001
33.842864,-5.576884000000001|33.852864,-5.566884000000001
33.842864,-5.566884000000001|33.852864,-5.556884000000001
33.842864,-5.556884000000001|33.852864,-5.546884000000001
33.842864,-5.546884000000001|33.852864,-5.5368840000000015
33.842864,-5.5368840000000015|33.852864,-5.526884000000002
33.842864,-5.526884000000002|33.852864,-5.516884000000002
33.852864,-5.596884|33.862863999999995,-5.586884
33.852864,-5.586884|33.862863999999995,-5.576884000000001
33.852864,-5.576884000000001|33.862863999999995,-5.566884000000001
33.852864,-5.566884000000001|33.862863999999995,-5.556884000000001
33.852864,-5.556884000000001|33.862863999999995,-5.546884000000001
33.852864,-5.546884000000001|33.862863999999995,-5.5368840000000015
33.852864,-5.5368840000000015|33.862863999999995,-5.526884000000002
33.852864,-5.526884000000002|33.862863999999995,-5.516884000000002
33.852864,-5.516884000000002|33.862863999999995,-5.506884000000002
33.852864,-5.506884000000002|33.862863999999995,-5.496884000000002
33.862863999999995,-5.596884|33.87286399999999,-5.586884
33.862863999999995,-5.586884|33.87286399999999,-5.576884000000001
33.862863999999995,-5.576884000000001|33.87286399999999,-5.566884000000001
33.862863999999995,-5.566884000000001|33.87286399999999,-5.556884000000001
33.862863999999995,-5.556884000000001|33.87286399999999,-5.546884000000001
33.862863999999995,-5.546884000000001|33.87286399999999,-5.5368840000000015
33.862863999999995,-5.5368840000000015|33.87286399999999,-5.526884000000002
33.862863999999995,-5.526884000000002|33.87286399999999,-5.516884000000002
33.862863999999995,-5.516884000000002|33.87286399999999,-5.506884000000002
33.87286399999999,-5.606884|33.88286399999999,-5.596884
33.87286399999999,-5.596884|33.88286399999999,-5.586884
33.87286399999999,-5.586884|33.88286399999999,-5.576884000000001
33.87286399999999,-5.576884000000001|33.88286399999999,-5.566884000000001
33.87286399999999,-5.566884000000001|33.88286399999999,-5.556884000000001
33.87286399999999,-5.556884000000001|33.88286399999999,-5.546884000000001
33.87286399999999,-5.546884000000001|33.88286399999999,-5.5368840000000015
33.87286399999999,-5.5368840000000015|33.88286399999999,-5.526884000000002
33.87286399999999,-5.526884000000002|33.88286399999999,-5.516884000000002
33.87286399999999,-5.516884000000002|33.88286399999999,-5.506884000000002
33.87286399999999,-5.506884000000002|33.88286399999999,-5.496884000000002
33.87286399999999,-5.496884000000002|33.88286399999999,-5.4868840000000025
33.88286399999999,-5.606884|33.89286399999999,-5.596884
33.88286399999999,-5.596884|33.89286399999999,-5.586884
33.88286399999999,-5.586884|33.89286399999999,-5.576884000000001
33.88286399999999,-5.576884000000001|33.89286399999999,-5.566884000000001
33.88286399999999,-5.566884000000001|33.89286399999999,-5.556884000000001
33.88286399999999,-5.556884000000001|33.89286399999999,-5.546884000000001
33.88286399999999,-5.546884000000001|33.89286399999999,-5.5368840000000015
33.88286399999999,-5.5368840000000015|33.89286399999999,-5.526884000000002
33.88286399999999,-5.526884000000002|33.89286399999999,-5.516884000000002
33.88286399999999,-5.516884000000002|33.89286399999999,-5.506884000000002
33.88286399999999,-5.506884000000002|33.89286399999999,-5.496884000000002
33.88286399999999,-5.496884000000002|33.89286399999999,-5.4868840000000025
33.89286399999999,-5.606884|33.90286399999999,-5.596884
33.89286399999999,-5.596884|33.90286399999999,-5.586884
33.89286399999999,-5.586884|33.90286399999999,-5.576884000000001
33.89286399999999,-5.576884000000001|33.90286399999999,-5.566884000000001
33.89286399999999,-5.566884000000001|33.90286399999999,-5.556884000000001
33.89286399999999,-5.556884000000001|33.90286399999999,-5.546884000000001
33.89286399999999,-5.546884000000001|33.90286399999999,-5.5368840000000015
33.89286399999999,-5.5368840000000015|33.90286399999999,-5.526884000000002
33.89286399999999,-5.526884000000002|33.90286399999999,-5.516884000000002
33.89286399999999,-5.516884000000002|33.90286399999999,-5.506884000000002
33.89286399999999,-5.506884000000002|33.90286399999999,-5.496884000000002
33.90286399999999,-5.606884|33.912863999999985,-5.596884
33.90286399999999,-5.596884|33.912863999999985,-5.586884
33.90286399999999,-5.586884|33.912863999999985,-5.576884000000001
33.90286399999999,-5.576884000000001|33.912863999999985,-5.566884000000001
33.90286399999999,-5.566884000000001|33.912863999999985,-5.556884000000001
33.90286399999999,-5.556884000000001|33.912863999999985,-5.546884000000001
33.90286399999999,-5.546884000000001|33.912863999999985,-5.5368840000000015
33.90286399999999,-5.5368840000000015|33.912863999999985,-5.526884000000002
33.90286399999999,-5.526884000000002|33.912863999999985,-5.516884000000002
33.90286399999999,-5.516884000000002|33.912863999999985,-5.506884000000002
33.90286399999999,-5.506884000000002|33.912863999999985,-5.496884000000002
33.912863999999985,-5.596884|33.92286399999998,-5.586884
33.912863999999985,-5.586884|33.92286399999998,-5.576884000000001
33.912863999999985,-5.576884000000001|33.92286399999998,-5.566884000000001
30.342576,-9.566469|30.351576,-9.557469
30.342576,-9.557469|30.351576,-9.548468999999999
30.342576,-9.548468999999999|30.351576,-9.539468999999999
30.342576,-9.539468999999999|30.351576,-9.530468999999998
30.351576,-9.566469|30.360576000000002,-9.557469
30.351576,-9.557469|30.360576000000002,-9.548468999999999
30.351576,-9.548468999999999|30.360576000000002,-9.539468999999999
30.351576,-9.539468999999999|30.360576000000002,-9.530468999999998
30.351576,-9.530468999999998|30.360576000000002,-9.521468999999998
30.360576000000002,-9.584469|30.369576000000002,-9.575469
30.360576000000002,-9.575469|30.369576000000002,-9.566469
30.360576000000002,-9.566469|30.369576000000002,-9.557469
30.360576000000002,-9.557469|30.369576000000002,-9.548468999999999
30.360576000000002,-9.548468999999999|30.369576000000002,-9.539468999999999
30.360576000000002,-9.539468999999999|30.369576000000002,-9.530468999999998
30.360576000000002,-9.530468999999998|30.369576000000002,-9.521468999999998
30.360576000000002,-9.521468999999998|30.369576000000002,-9.512468999999998
30.369576000000002,-9.584469|30.378576000000002,-9.575469
30.369576000000002,-9.575469|30.378576000000002,-9.566469
30.369576000000002,-9.566469|30.378576000000002,-9.557469
30.369576000000002,-9.557469|30.378576000000002,-9.548468999999999
30.369576000000002,-9.548468999999999|30.378576000000002,-9.539468999999999
30.369576000000002,-9.539468999999999|30.378576000000002,-9.530468999999998
30.369576000000002,-9.530468999999998|30.378576000000002,-9.521468999999998
30.369576000000002,-9.521468999999998|30.378576000000002,-9.512468999999998
30.369576000000002,-9.512468999999998|30.378576000000002,-9.503468999999997
30.369576000000002,-9.503468999999997|30.378576000000002,-9.494468999999997
30.369576000000002,-9.494468999999997|30.378576000000002,-9.485468999999997
30.369576000000002,-9.485468999999997|30.378576000000002,-9.476468999999996
30.369576000000002,-9.476468999999996|30.378576000000002,-9.467468999999996
30.369576000000002,-9.467468999999996|30.378576000000002,-9.458468999999996
30.378576000000002,-9.575469|30.387576000000003,-9.566469
30.378576000000002,-9.566469|30.387576000000003,-9.557469
30.378576000000002,-9.557469|30.387576000000003,-9.548468999999999
30.378576000000002,-9.548468999999999|30.387576000000003,-9.539468999999999
30.378576000000002,-9.539468999999999|30.387576000000003,-9.530468999999998
30.378576000000002,-9.530468999999998|30.387576000000003,-9.521468999999998
30.378576000000002,-9.521468999999998|30.387576000000003,-9.512468999999998
30.378576000000002,-9.512468999999998|30.387576000000003,-9.503468999999997
30.378576000000002,-9.503468999999997|30.387576000000003,-9.494468999999997
30.378576000000002,-9.494468999999997|30.387576000000003,-9.485468999999997
30.378576000000002,-9.485468999999997|30.387576000000003,-9.476468999999996
30.378576000000002,-9.476468999999996|30.387576000000003,-9.467468999999996
30.378576000000002,-9.467468999999996|30.387576000000003,-9.458468999999996
30.378576000000002,-9.458468999999996|30.387576000000003,-9.449468999999995
30.378576000000002,-9.449468999999995|30.387576000000003,-9.440468999999995
30.378576000000002,-9.440468999999995|30.387576000000003,-9.431468999999995
30.378576000000002,-9.431468999999995|30.387576000000003,-9.422468999999994
30.387576000000003,-9.584469|30.396576000000003,-9.575469
30.387576000000003,-9.575469|30.396576000000003,-9.566469
30.387576000000003,-9.566469|30.396576000000003,-9.557469
30.387576000000003,-9.557469|30.396576000000003,-9.548468999999999
30.387576000000003,-9.548468999999999|30.396576000000003,-9.539468999999999
30.387576000000003,-9.539468999999999|30.396576000000003,-9.530468999999998
30.387576000000003,-9.530468999999998|30.396576000000003,-9.521468999999998
30.387576000000003,-9.521468999999998|30.396576000000003,-9.512468999999998
30.387576000000003,-9.512468999999998|30.396576000000003,-9.503468999999997
30.387576000000003,-9.503468999999997|30.396576000000003,-9.494468999999997
30.387576000000003,-9.449468999999995|30.396576000000003,-9.440468999999995
30.387576000000003,-9.440468999999995|30.396576000000003,-9.431468999999995
30.387576000000003,-9.431468999999995|30.396576000000003,-9.422468999999994
30.396576000000003,-9.584469|30.405576000000003,-9.575469
30.396576000000003,-9.575469|30.405576000000003,-9.566469
30.396576000000003,-9.566469|30.405576000000003,-9.557469
30.396576000000003,-9.557469|30.405576000000003,-9.548468999999999
30.396576000000003,-9.548468999999999|30.405576000000003,-9.539468999999999
30.396576000000003,-9.539468999999999|30.405576000000003,-9.530468999999998
30.396576000000003,-9.530468999999998|30.405576000000003,-9.521468999999998
30.396576000000003,-9.521468999999998|30.405576000000003,-9.512468999999998
30.396576000000003,-9.512468999999998|30.405576000000003,-9.503468999999997
33.893264,-5.496217000000001|33.903264,-5.486217000000001
33.893264,-5.486217000000001|33.903264,-5.476217000000001
33.893264,-5.476217000000001|33.903264,-5.466217000000001
33.893264,-5.466217000000001|33.903264,-5.456217000000001
33.893264,-5.456217000000001|33.903264,-5.446217000000002
33.903264,-5.496217000000001|33.913264,-5.486217000000001
33.903264,-5.486217000000001|33.913264,-5.476217000000001
33.903264,-5.476217000000001|33.913264,-5.466217000000001
33.903264,-5.466217000000001|33.913264,-5.456217000000001
33.913264,-5.506217|33.923263999999996,-5.496217000000001
33.913264,-5.496217000000001|33.923263999999996,-5.486217000000001
33.913264,-5.486217000000001|33.923263999999996,-5.476217000000001
33.923263999999996,-5.506217|33.933263999999994,-5.496217000000001
33.923263999999996,-5.496217000000001|33.933263999999994,-5.486217000000001
35.713617,-5.350345|35.721617,-5.342345
35.713617,-5.342345|35.721617,-5.334345
35.721617,-5.350345|35.729617000000005,-5.342345
35.721617,-5.342345|35.729617000000005,-5.334345
35.729617000000005,-5.350345|35.73761700000001,-5.342345
35.729617000000005,-5.342345|35.73761700000001,-5.334345
35.73761700000001,-5.350345|35.74561700000001,-5.342345
35.73761700000001,-5.342345|35.74561700000001,-5.334345
35.74561700000001,-5.350345|35.75361700000001,-5.342345
35.74561700000001,-5.342345|35.75361700000001,-5.334345
35.75361700000001,-5.350345|35.761617000000015,-5.342345
35.761617000000015,-5.350345|35.76961700000002,-5.342345
31.49048,-9.767825999999998|31.49548,-9.762825999999997
31.49048,-9.762825999999997|31.49548,-9.757825999999996
31.49048,-9.757825999999996|31.49548,-9.752825999999995
31.49548,-9.767825999999998|31.50048,-9.762825999999997
31.49548,-9.762825999999997|31.50048,-9.757825999999996
31.49548,-9.757825999999996|31.50048,-9.752825999999995
31.50048,-9.767825999999998|31.50548,-9.762825999999997
31.50048,-9.762825999999997|31.50548,-9.757825999999996
31.50048,-9.757825999999996|31.50548,-9.752825999999995
31.50548,-9.777826|31.510479999999998,-9.772825999999998
31.50548,-9.772825999999998|31.510479999999998,-9.767825999999998
31.50548,-9.767825999999998|31.510479999999998,-9.762825999999997
31.50548,-9.762825999999997|31.510479999999998,-9.757825999999996
31.50548,-9.757825999999996|31.510479999999998,-9.752825999999995
31.510479999999998,-9.777826|31.515479999999997,-9.772825999999998
31.510479999999998,-9.772825999999998|31.515479999999997,-9.767825999999998
31.510479999999998,-9.767825999999998|31.515479999999997,-9.762825999999997
31.510479999999998,-9.762825999999997|31.515479999999997,-9.757825999999996
31.510479999999998,-9.757825999999996|31.515479999999997,-9.752825999999995
31.510479999999998,-9.752825999999995|31.515479999999997,-9.747825999999995
31.515479999999997,-9.767825999999998|31.520479999999996,-9.762825999999997
31.515479999999997,-9.762825999999997|31.520479999999996,-9.757825999999996
31.515479999999997,-9.757825999999996|31.520479999999996,-9.752825999999995
31.515479999999997,-9.752825999999995|31.520479999999996,-9.747825999999995
31.520479999999996,-9.762825999999997|31.525479999999995,-9.757825999999996
31.520479999999996,-9.757825999999996|31.525479999999995,-9.752825999999995
31.520479999999996,-9.752825999999995|31.525479999999995,-9.747825999999995
31.525479999999995,-9.757825999999996|31.530479999999994,-9.752825999999995
31.525479999999995,-9.752825999999995|31.530479999999994,-9.747825999999995
34.219051,-6.623507|34.227051,-6.615507
34.219051,-6.615507|34.227051,-6.607507
34.219051,-6.551507|34.227051,-6.543507
34.219051,-6.543507|34.227051,-6.535507
34.219051,-6.535507|34.227051,-6.527507
34.227051,-6.623507|34.235051000000006,-6.615507
34.227051,-6.615507|34.235051000000006,-6.607507
34.227051,-6.607507|34.235051000000006,-6.599507
34.227051,-6.559507|34.235051000000006,-6.551507
34.227051,-6.551507|34.235051000000006,-6.543507
34.227051,-6.543507|34.235051000000006,-6.535507
34.227051,-6.535507|34.235051000000006,-6.527507
34.227051,-6.527507|34.235051000000006,-6.519507
34.235051000000006,-6.663507|34.24305100000001,-6.655507
34.235051000000006,-6.655507|34.24305100000001,-6.647507
34.235051000000006,-6.623507|34.24305100000001,-6.615507
34.235051000000006,-6.615507|34.24305100000001,-6.607507
34.235051000000006,-6.607507|34.24305100000001,-6.599507
34.235051000000006,-6.599507|34.24305100000001,-6.591507
34.235051000000006,-6.559507|34.24305100000001,-6.551507
34.235051000000006,-6.551507|34.24305100000001,-6.543507
34.235051000000006,-6.543507|34.24305100000001,-6.535507
34.235051000000006,-6.535507|34.24305100000001,-6.527507
34.235051000000006,-6.527507|34.24305100000001,-6.519507
34.24305100000001,-6.663507|34.25105100000001,-6.655507
34.24305100000001,-6.655507|34.25105100000001,-6.647507
34.24305100000001,-6.647507|34.25105100000001,-6.639507
34.24305100000001,-6.639507|34.25105100000001,-6.631507
34.24305100000001,-6.631507|34.25105100000001,-6.623507
34.24305100000001,-6.623507|34.25105100000001,-6.615507
34.24305100000001,-6.615507|34.25105100000001,-6.607507
34.24305100000001,-6.607507|34.25105100000001,-6.599507
34.24305100000001,-6.599507|34.25105100000001,-6.591507
34.24305100000001,-6.591507|34.25105100000001,-6.583507
34.24305100000001,-6.583507|34.25105100000001,-6.575507
34.24305100000001,-6.575507|34.25105100000001,-6.567507
34.24305100000001,-6.567507|34.25105100000001,-6.559507
34.24305100000001,-6.559507|34.25105100000001,-6.551507
34.24305100000001,-6.551507|34.25105100000001,-6.543507
34.24305100000001,-6.543507|34.25105100000001,-6.535507
34.25105100000001,-6.663507|34.259051000000014,-6.655507
34.25105100000001,-6.655507|34.259051000000014,-6.647507
34.25105100000001,-6.647507|34.259051000000014,-6.639507
34.25105100000001,-6.639507|34.259051000000014,-6.631507
34.25105100000001,-6.631507|34.259051000000014,-6.623507
34.25105100000001,-6.623507|34.259051000000014,-6.615507
34.25105100000001,-6.615507|34.259051000000014,-6.607507
34.25105100000001,-6.607507|34.259051000000014,-6.599507
34.25105100000001,-6.599507|34.259051000000014,-6.591507
34.25105100000001,-6.591507|34.259051000000014,-6.583507
34.25105100000001,-6.583507|34.259051000000014,-6.575507
34.25105100000001,-6.575507|34.259051000000014,-6.567507
34.25105100000001,-6.567507|34.259051000000014,-6.559507
34.25105100000001,-6.559507|34.259051000000014,-6.551507
34.25105100000001,-6.551507|34.259051000000014,-6.543507
34.25105100000001,-6.543507|34.259051000000014,-6.535507
34.259051000000014,-6.655507|34.267051000000016,-6.647507
34.259051000000014,-6.647507|34.267051000000016,-6.639507
34.259051000000014,-6.639507|34.267051000000016,-6.631507
34.259051000000014,-6.631507|34.267051000000016,-6.623507
34.259051000000014,-6.623507|34.267051000000016,-6.615507
34.259051000000014,-6.615507|34.267051000000016,-6.607507
34.259051000000014,-6.607507|34.267051000000016,-6.599507
34.259051000000014,-6.599507|34.267051000000016,-6.591507
34.259051000000014,-6.591507|34.267051000000016,-6.583507
34.259051000000014,-6.583507|34.267051000000016,-6.575507
34.259051000000014,-6.575507|34.267051000000016,-6.567507
34.259051000000014,-6.567507|34.267051000000016,-6.559507
34.259051000000014,-6.559507|34.267051000000016,-6.551507
34.259051000000014,-6.551507|34.267051000000016,-6.543507
34.267051000000016,-6.647507|34.27505100000002,-6.639507
34.267051000000016,-6.639507|34.27505100000002,-6.631507
34.267051000000016,-6.631507|34.27505100000002,-6.623507
34.267051000000016,-6.623507|34.27505100000002,-6.615507
34.267051000000016,-6.615507|34.27505100000002,-6.607507
34.267051000000016,-6.607507|34.27505100000002,-6.599507
34.267051000000016,-6.599507|34.27505100000002,-6.591507
34.267051000000016,-6.591507|34.27505100000002,-6.583507
34.267051000000016,-6.575507|34.27505100000002,-6.567507
34.267051000000016,-6.567507|34.27505100000002,-6.559507
34.267051000000016,-6.559507|34.27505100000002,-6.551507
34.27505100000002,-6.615507|34.28305100000002,-6.607507
34.27505100000002,-6.607507|34.28305100000002,-6.599507
34.27505100000002,-6.599507|34.28305100000002,-6.591507
34.27505100000002,-6.567507|34.28305100000002,-6.559507
34.27505100000002,-6.559507|34.28305100000002,-6.551507
34.28305100000002,-6.615507|34.291051000000024,-6.607507
34.28305100000002,-6.607507|34.291051000000024,-6.599507
34.28305100000002,-6.599507|34.291051000000024,-6.591507
34.28305100000002,-6.567507|34.291051000000024,-6.559507
34.28305100000002,-6.559507|34.291051000000024,-6.551507
34.28305100000002,-6.551507|34.291051000000024,-6.543507
34.291051000000024,-6.607507|34.29905100000003,-6.599507
34.291051000000024,-6.599507|34.29905100000003,-6.591507
30.278539,-9.463303|30.287539,-9.454303
30.278539,-9.454303|30.287539,-9.445303
30.287539,-9.481303|30.296539,-9.472303
30.287539,-9.472303|30.296539,-9.463303
30.287539,-9.463303|30.296539,-9.454303
30.287539,-9.454303|30.296539,-9.445303
30.287539,-9.445303|30.296539,-9.436302999999999
30.296539,-9.490303|30.305539,-9.481303
30.296539,-9.481303|30.305539,-9.472303
30.296539,-9.472303|30.305539,-9.463303
30.296539,-9.463303|30.305539,-9.454303
30.296539,-9.454303|30.305539,-9.445303
30.296539,-9.445303|30.305539,-9.436302999999999
30.305539,-9.490303|30.314539,-9.481303
30.305539,-9.481303|30.314539,-9.472303
30.305539,-9.472303|30.314539,-9.463303
30.305539,-9.445303|30.314539,-9.436302999999999
30.314539,-9.490303|30.323539,-9.481303
30.314539,-9.481303|30.323539,-9.472303
35.672795,-5.336261|35.680795,-5.328261
35.672795,-5.328261|35.680795,-5.320261
35.672795,-5.320261|35.680795,-5.312261
35.680795,-5.344261|35.688795000000006,-5.336261
35.680795,-5.336261|35.688795000000006,-5.328261
35.680795,-5.328261|35.688795000000006,-5.320261
35.680795,-5.320261|35.688795000000006,-5.312261
35.680795,-5.312261|35.688795000000006,-5.304261
35.688795000000006,-5.344261|35.69679500000001,-5.336261
35.688795000000006,-5.336261|35.69679500000001,-5.328261
35.688795000000006,-5.328261|35.69679500000001,-5.320261
35.69679500000001,-5.336261|35.70479500000001,-5.328261
35.558202,-5.4343|35.568202,-5.424300000000001
35.558202,-5.424300000000001|35.568202,-5.414300000000001
35.558202,-5.414300000000001|35.568202,-5.404300000000001
35.558202,-5.404300000000001|35.568202,-5.394300000000001
35.558202,-5.394300000000001|35.568202,-5.384300000000001
35.558202,-5.384300000000001|35.568202,-5.374300000000002
35.558202,-5.374300000000002|35.568202,-5.364300000000002
35.558202,-5.364300000000002|35.568202,-5.354300000000002
35.558202,-5.354300000000002|35.568202,-5.344300000000002
35.568202,-5.424300000000001|35.578202,-5.414300000000001
35.568202,-5.414300000000001|35.578202,-5.404300000000001
35.568202,-5.404300000000001|35.578202,-5.394300000000001
35.568202,-5.394300000000001|35.578202,-5.384300000000001
35.568202,-5.384300000000001|35.578202,-5.374300000000002
35.568202,-5.374300000000002|35.578202,-5.364300000000002
35.568202,-5.364300000000002|35.578202,-5.354300000000002
35.568202,-5.354300000000002|35.578202,-5.344300000000002
35.568202,-5.344300000000002|35.578202,-5.3343000000000025
35.568202,-5.3343000000000025|35.578202,-5.324300000000003
35.578202,-5.414300000000001|35.588201999999995,-5.404300000000001
35.578202,-5.404300000000001|35.588201999999995,-5.394300000000001
35.578202,-5.394300000000001|35.588201999999995,-5.384300000000001
35.578202,-5.384300000000001|35.588201999999995,-5.374300000000002
35.578202,-5.374300000000002|35.588201999999995,-5.364300000000002
35.578202,-5.364300000000002|35.588201999999995,-5.354300000000002
35.578202,-5.354300000000002|35.588201999999995,-5.344300000000002
35.578202,-5.344300000000002|35.588201999999995,-5.3343000000000025
35.578202,-5.3343000000000025|35.588201999999995,-5.324300000000003
35.588201999999995,-5.374300000000002|35.59820199999999,-5.364300000000002
35.588201999999995,-5.364300000000002|35.59820199999999,-5.354300000000002
35.588201999999995,-5.354300000000002|35.59820199999999,-5.344300000000002
